URL,Airline,Year,Top/Base,Salary_info,salary,currency,gross-net
https://www.pilotjobsnetwork.com/jobs/Aerologic,Aerologic,2022,CaptMin,13731672,,,
https://www.pilotjobsnetwork.com/jobs/Malta_Air,Malta Air,2022,CaptMax,144000,,,
https://www.pilotjobsnetwork.com/jobs/Malta_Air,Malta Air,,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/DHL_Air_(Austria)_GmbH,DHL Air (Austria) GmbH,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/DHL_Air_(Austria)_GmbH,DHL Air (Austria) GmbH,,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/Portugalia_Airlines,Portugalia Airlines,2013,CaptMax,-,,,
https://www.pilotjobsnetwork.com/jobs/Portugalia_Airlines,Portugalia Airlines,2022,CaptMin,"Base cpt 6041, senior capt(4years)6241; (+75+75 loyalty an tecnhical profiency pay,cumulative with fo accrued trough the years)",,,
https://www.pilotjobsnetwork.com/jobs/Portugalia_Airlines,Portugalia Airlines,2013,CaptMax,-,,,
https://www.pilotjobsnetwork.com/jobs/Portugalia_Airlines,Portugalia Airlines,2022,CaptMin,"Base cpt 6041, senior capt(4years)6241; (+75+75 loyalty an tecnhical profiency pay,cumulative with fo accrued trough the years)",,,
https://www.pilotjobsnetwork.com/jobs/Businesswings,Businesswings,2022,CaptMax,3500â¬,,,
https://www.pilotjobsnetwork.com/jobs/Businesswings,Businesswings,2022,CaptMin,3500â¬,,,
https://www.pilotjobsnetwork.com/jobs/Helvetic_Airways,Helvetic Airways,2018,CaptMax,9900,,,
https://www.pilotjobsnetwork.com/jobs/Helvetic_Airways,Helvetic Airways,2018,CaptMin,8500,,,
https://www.pilotjobsnetwork.com/jobs/Level_France,Level France,2014,CaptMax,95000 euros,,,
https://www.pilotjobsnetwork.com/jobs/Level_France,Level France,2014,CaptMin,75000 euros,,,
https://www.pilotjobsnetwork.com/jobs/Sky_Express,Sky Express,2022,CaptMax,3500,,,
https://www.pilotjobsnetwork.com/jobs/Sky_Express,Sky Express,,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/VipJets_(Closed),VipJets (Closed),,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/VipJets_(Closed),VipJets (Closed),,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/Wizz_Air,Wizz Air,2022,CaptMax,Base 65000EUR/yr after 5000hours+ 0.062eur/km+ 30eur/landing+aditional elements,,,
https://www.pilotjobsnetwork.com/jobs/Wizz_Air,Wizz Air,2022,CaptMin,Base 45000EUR/yr+ 4000eur/yr after very 1000hours as a captain up to 5000+0.062eur/km+ 30eur/landing+aditional elements,,,
https://www.pilotjobsnetwork.com/jobs/RVL_Group,RVL Group,2022,CaptMax,48000,,,
https://www.pilotjobsnetwork.com/jobs/RVL_Group,RVL Group,2017,CaptMin,"GBP 25,000",,,
https://www.pilotjobsnetwork.com/jobs/Aircalin,Aircalin,2022,CaptMax,1 000 000XPF(DHC6),,,
https://www.pilotjobsnetwork.com/jobs/Aircalin,Aircalin,2022,CaptMin,750 000XPF (DHC6),,,
https://www.pilotjobsnetwork.com/jobs/easyJet_(Italian_Contract),easyJet (Italian Contract),,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/easyJet_(Italian_Contract),easyJet (Italian Contract),2017,CaptMin,"After tax: Ã¢âÂ¬ 117627 (33641)Basic Salary - Ã¢âÂ¬ 83986 Guaranteed Flt Allow.) Loyalty Bonus: 2-4 yrs = 5%, 5-10 yrs = 10% 10 yrs + = 15%",,,
https://www.pilotjobsnetwork.com/jobs/easyJet_(Italian_Contract),easyJet (Italian Contract),,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/easyJet_(Italian_Contract),easyJet (Italian Contract),2017,CaptMin,"After tax: Ã¢âÂ¬ 117627 (33641)Basic Salary - Ã¢âÂ¬ 83986 Guaranteed Flt Allow.) Loyalty Bonus: 2-4 yrs = 5%, 5-10 yrs = 10% 10 yrs + = 15%",,,
https://www.pilotjobsnetwork.com/jobs/Test,Test,2022,CaptMax,29,,,
https://www.pilotjobsnetwork.com/jobs/Test,Test,2022,CaptMin,30,,,
https://www.pilotjobsnetwork.com/jobs/FAI_rent-a-jet,FAI rent-a-jet,2020,CaptMax,9600 on large AC,,,
https://www.pilotjobsnetwork.com/jobs/FAI_rent-a-jet,FAI rent-a-jet,2020,CaptMin,4900 on small AC,,,
https://www.pilotjobsnetwork.com/jobs/Nippon_Cargo_(NCA),Nippon Cargo (NCA),,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/Nippon_Cargo_(NCA),Nippon Cargo (NCA),2019,CaptMin,$14300,,,
https://www.pilotjobsnetwork.com/jobs/ETF_Airways,ETF Airways,2022,CaptMax,11500â¬ gross +per diems (based on 100h),,,
https://www.pilotjobsnetwork.com/jobs/ETF_Airways,ETF Airways,2022,CaptMin,5200â¬ gross+per diems (30h included in basic salary),,,
https://www.pilotjobsnetwork.com/jobs/Air_Arabia_Maroc,Air Arabia Maroc,2018,CaptMax,57800 MAD net BASE,,,
https://www.pilotjobsnetwork.com/jobs/Air_Arabia_Maroc,Air Arabia Maroc,2018,CaptMin,"Around 7000 euros net,taxes paid by contractor IBC",,,
https://www.pilotjobsnetwork.com/jobs/Titan_Airways,Titan Airways,2022,CaptMax,"Â£110,580",,,
https://www.pilotjobsnetwork.com/jobs/Titan_Airways,Titan Airways,2022,CaptMin,"Â£104,580",,,
https://www.pilotjobsnetwork.com/jobs/Aurigny_Air_Services,Aurigny Air Services,2017,CaptMax,"As above, scales run 1-10 with a double increment at year 4.",,,
https://www.pilotjobsnetwork.com/jobs/Aurigny_Air_Services,Aurigny Air Services,2017,CaptMin,"New employees and promoted Captains start on Scale 1, movement between fleets retains scale level.",,,
https://www.pilotjobsnetwork.com/jobs/Air_Astana,Air Astana,2022,CaptMax,"8000, 5600 fix salary, no per diem, 16 euros flight hour, 20 beyond 75. 500 euros housing allowance Salary on local bank, figure before tax.",,,
https://www.pilotjobsnetwork.com/jobs/Air_Astana,Air Astana,2022,CaptMin,5600,,,
https://www.pilotjobsnetwork.com/jobs/TWINJET,TWINJET,2006,CaptMax,3500â¬ after taxes/month,,,
https://www.pilotjobsnetwork.com/jobs/TWINJET,TWINJET,2018,CaptMin,2400Ã¢âÂ¬,,,
https://www.pilotjobsnetwork.com/jobs/Carpatair,Carpatair,2012,CaptMax,Fixed pilots 4900 max. Expat: pilots 270 euros/day only 8 duty days in low season 10 duty days in high season.,,,
https://www.pilotjobsnetwork.com/jobs/Carpatair,Carpatair,2012,CaptMin,2900 euro. Expat: 270 euros/day ( only 8 duty days),,,
https://www.pilotjobsnetwork.com/jobs/Tui_fly_Belgium_(former_Jetairfly),Tui fly Belgium (former Jetairfly),,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/Tui_fly_Belgium_(former_Jetairfly),Tui fly Belgium (former Jetairfly),2007,CaptMin,"Same as FO + 500E net ""captain's premium""",,,
https://www.pilotjobsnetwork.com/jobs/Emirates,Emirates,2017,CaptMax,56585 AED (after 20 years at 3% increase),,,
https://www.pilotjobsnetwork.com/jobs/Emirates,Emirates,2017,CaptMin,36320 AED,,,
https://www.pilotjobsnetwork.com/jobs/Easyjet_(Netherlands),Easyjet (Netherlands),2017,CaptMax,Ã¢âÂ¬109600,,,
https://www.pilotjobsnetwork.com/jobs/Easyjet_(Netherlands),Easyjet (Netherlands),,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/Arcus_Air,Arcus Air,2022,CaptMax,4000 GROSS,,,
https://www.pilotjobsnetwork.com/jobs/Arcus_Air,Arcus Air,2018,CaptMin,4000 GROSS,,,
https://www.pilotjobsnetwork.com/jobs/Wideroe,Wideroe's Flyveselskap AS,2069,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/Wideroe,Wideroe's Flyveselskap AS,2069,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/Aero_Trans_Cargo,Aero Trans Cargo,2022,CaptMax,10.500 USD,,,
https://www.pilotjobsnetwork.com/jobs/Aero_Trans_Cargo,Aero Trans Cargo,2022,CaptMin,10.000 USD,,,
https://www.pilotjobsnetwork.com/jobs/Luxembourg_Air_Rescue,Luxembourg Air Rescue,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/Luxembourg_Air_Rescue,Luxembourg Air Rescue,2017,CaptMin,4500,,,
https://www.pilotjobsnetwork.com/jobs/Alaska_Airlines,Alaska Airlines,2007,CaptMax,"$154/hr (MD80 & B737), yr 12",,,
https://www.pilotjobsnetwork.com/jobs/Alaska_Airlines,Alaska Airlines,2007,CaptMin,"$130/hr (MD80 & B737), yr 1",,,
https://www.pilotjobsnetwork.com/jobs/Air_Cote_Divoire,Air Cote Divoire,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/Air_Cote_Divoire,Air Cote Divoire,2016,CaptMin,Q400 4800 eur A320 5600 eur,,,
https://www.pilotjobsnetwork.com/jobs/Sun_Air_Of_Scandinavia,Sun Air Of Scandinavia,2018,CaptMax,43000,,,
https://www.pilotjobsnetwork.com/jobs/Sun_Air_Of_Scandinavia,Sun Air Of Scandinavia,2018,CaptMin,34300,,,
https://www.pilotjobsnetwork.com/jobs/Aer_Lingus_(UK_Contract),Aer Lingus (UK Contract),2014,CaptMax,"GBP 109,606",,,
https://www.pilotjobsnetwork.com/jobs/Aer_Lingus_(UK_Contract),Aer Lingus (UK Contract),2014,CaptMin,"GBP 86,304",,,
https://www.pilotjobsnetwork.com/jobs/Aer_Lingus_(UK_Contract),Aer Lingus (UK Contract),2014,CaptMax,"GBP 109,606",,,
https://www.pilotjobsnetwork.com/jobs/Aer_Lingus_(UK_Contract),Aer Lingus (UK Contract),2014,CaptMin,"GBP 86,304",,,
https://www.pilotjobsnetwork.com/jobs/Belair_Airlines_(Closed),Belair Airlines (Closed),2018,CaptMax,14`000 CHF,,,
https://www.pilotjobsnetwork.com/jobs/Belair_Airlines_(Closed),Belair Airlines (Closed),2018,CaptMin,11`000 CHF,,,
https://www.pilotjobsnetwork.com/jobs/Jet_Aviation,Jet Aviation,2022,CaptMax,15000,,,
https://www.pilotjobsnetwork.com/jobs/Jet_Aviation,Jet Aviation,2020,CaptMin,12000 euro,,,
https://www.pilotjobsnetwork.com/jobs/Edelweiss_Air,Edelweiss Air,2019,CaptMax,CHF 188'868 / year after 28 years of employment,,,
https://www.pilotjobsnetwork.com/jobs/Edelweiss_Air,Edelweiss Air,2019,CaptMin,CHF 118'000/year,,,
https://www.pilotjobsnetwork.com/jobs/Pegasus_Airlines,Pegasus Airlines,2019,CaptMax,45400 TRY,,,
https://www.pilotjobsnetwork.com/jobs/Pegasus_Airlines,Pegasus Airlines,2019,CaptMin,40110 TL,,,
https://www.pilotjobsnetwork.com/jobs/Enter_Air,Enter Air,2014,CaptMax,7400 USD before tax and social,,,
https://www.pilotjobsnetwork.com/jobs/Enter_Air,Enter Air,2022,CaptMin,"no base after covid, only how much you fly",,,
https://www.pilotjobsnetwork.com/jobs/Avion_Express_Malta,Avion Express Malta,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/Avion_Express_Malta,Avion Express Malta,,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/Air_Albania,Air Albania,2022,CaptMax,9000 EUR,,,
https://www.pilotjobsnetwork.com/jobs/Air_Albania,Air Albania,2022,CaptMin,8000EUR,,,
https://www.pilotjobsnetwork.com/jobs/SmartLynx_Malta,SmartLynx Malta,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/SmartLynx_Malta,SmartLynx Malta,,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/ACT_AIRLINES,ACT AIRLINES,2018,CaptMax,11000 USD,,,
https://www.pilotjobsnetwork.com/jobs/ACT_AIRLINES,ACT AIRLINES,2018,CaptMin,9000 USD,,,
https://www.pilotjobsnetwork.com/jobs/Animawings,Animawings,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/Animawings,Animawings,,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/Wizzair_(UK_Contract),Wizzair (UK Contract),2021,CaptMax,"49,426 GBP",,,
https://www.pilotjobsnetwork.com/jobs/Wizzair_(UK_Contract),Wizzair (UK Contract),2021,CaptMin,"41,400 GBP",,,
https://www.pilotjobsnetwork.com/jobs/Eurowings_Europe_GmbH_(NOT_Eurowings_GmbH),Eurowings Europe GmbH (NOT Eurowings GmbH),2018,CaptMax,max. Basic Salaray incl. guarenteed 75 Duty hours is 158.302 EUR / year,,,
https://www.pilotjobsnetwork.com/jobs/Eurowings_Europe_GmbH_(NOT_Eurowings_GmbH),Eurowings Europe GmbH (NOT Eurowings GmbH),2018,CaptMin,min CPT basic Salaray incl. guarenteed 75 Duty hours is 99.594 EUR / year,,,
https://www.pilotjobsnetwork.com/jobs/Albinati_Aeronautics,Albinati Aeronautics,2022,CaptMax,13000,,,
https://www.pilotjobsnetwork.com/jobs/Albinati_Aeronautics,Albinati Aeronautics,,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/Finnair,Finnair,2018,CaptMax,A320: 11160Ã¢âÂ¬ + extras (gross) Long-haul: 12700Ã¢âÂ¬ + extras (gross),,,
https://www.pilotjobsnetwork.com/jobs/Finnair,Finnair,2018,CaptMin,5800Ã¢âÂ¬ + extras (gross),,,
https://www.pilotjobsnetwork.com/jobs/Lauda_Europe_(STN_base),Lauda Europe (STN base),2022,CaptMax,"Â£117,500",,,
https://www.pilotjobsnetwork.com/jobs/Lauda_Europe_(STN_base),Lauda Europe (STN base),2022,CaptMin,"Â£100,500",,,
https://www.pilotjobsnetwork.com/jobs/Transavia,Transavia,2013,CaptMax,E14400 Monthly/before tax(Ã¯Â¿Â½185000Y),,,
https://www.pilotjobsnetwork.com/jobs/Transavia,Transavia,2013,CaptMin,E6500m,,,
https://www.pilotjobsnetwork.com/jobs/Bluebird_Cargo,Bluebird Cargo,2022,CaptMax,6400â¬ gross per month. Self employed.,,,
https://www.pilotjobsnetwork.com/jobs/Bluebird_Cargo,Bluebird Cargo,2022,CaptMin,6400â¬ gross per month. Self employed.,,,
https://www.pilotjobsnetwork.com/jobs/Avanti_Air,Avanti Air,2022,CaptMax,2950 Before tax after six years,,,
https://www.pilotjobsnetwork.com/jobs/Avanti_Air,Avanti Air,2018,CaptMin,2600 Before tax,,,
https://www.pilotjobsnetwork.com/jobs/Lufthansa_German_Airlines,Lufthansa German Airlines,2022,CaptMax,base pay B747/B777/A380 CP after 20yrs 16350/month before tax,,,
https://www.pilotjobsnetwork.com/jobs/Lufthansa_German_Airlines,Lufthansa German Airlines,2022,CaptMin,base pay E190/A320 CP 10159/month before tax,,,
https://www.pilotjobsnetwork.com/jobs/Regourd_Aviation,Regourd Aviation,2022,CaptMax,6200â¬ gross 500h on type: 280â¬ gross 750h in function: 480â¬ gross,,,
https://www.pilotjobsnetwork.com/jobs/Regourd_Aviation,Regourd Aviation,2022,CaptMin,6200â¬ gross,,,
https://www.pilotjobsnetwork.com/jobs/Swiftair,Swiftair,2022,CaptMax,6000 base on seniority,,,
https://www.pilotjobsnetwork.com/jobs/Swiftair,Swiftair,2017,CaptMin,3500,,,
https://www.pilotjobsnetwork.com/jobs/Air_Belgium,Air Belgium,2017,CaptMax,7500Ã¢âÂ¬ before taxes to be paid in Belgium,,,
https://www.pilotjobsnetwork.com/jobs/Air_Belgium,Air Belgium,,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/Qatar_Executive,Qatar Executive,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/Qatar_Executive,Qatar Executive,,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/Qatar_Airways,Qatar Airways,2021,CaptMax,"See detailed pay scale for basic salary. Allowances: Housing 15000, Transport 1500, Utility 300, Tel 33. Schooling allowance for kids. Exchange rate protection.",,,
https://www.pilotjobsnetwork.com/jobs/Qatar_Airways,Qatar Airways,2021,CaptMin,"See detailed pay scale for basic salary. Allowances: Housing 15000, Transport 1500, Utility 300, Tel 33. Schooling allowance for kids. Exchange rate protection.",,,
https://www.pilotjobsnetwork.com/jobs/Lauda_Europe,Lauda Europe,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/Lauda_Europe,Lauda Europe,2020,CaptMin,"65,800Ã¢âÂ¬ (4,700Ã¢âÂ¬x14) + 4,000Ã¢âÂ¬ annual allowance",,,
https://www.pilotjobsnetwork.com/jobs/GetJet_Airlines,GetJet Airlines,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/GetJet_Airlines,GetJet Airlines,2022,CaptMin,3000â¬ base (includs 20 block hours),,,
https://www.pilotjobsnetwork.com/jobs/Swiss_Flight_Services_SA,Swiss Flight Services SA,2016,CaptMax,8000 SFR before Tax,,,
https://www.pilotjobsnetwork.com/jobs/Swiss_Flight_Services_SA,Swiss Flight Services SA,2016,CaptMin,5400 SFR before Tax,,,
https://www.pilotjobsnetwork.com/jobs/Netjets_Europe,Netjets Europe,2021,CaptMax,"Ã¢âÂ¬114,850 (after year 2). Complicated Extra day and block hour bonus system average 25k annually independent from rank. Part of bonus only available by seniority.",,,
https://www.pilotjobsnetwork.com/jobs/Netjets_Europe,Netjets Europe,2021,CaptMin,"Capt first year: Ã¢âÂ¬107,000. Same productivity onus as above",,,
https://www.pilotjobsnetwork.com/jobs/Ryanair,Ryanair,2019,CaptMax,"New RYR contract up to 155000, only by being TRE LTC or BC. Normal line captain max 142000 before tax. Expect to pay between 33% and 40% tax with Irish contacts, although now majority on local contracts (Germany, UK, Italy, Belgium, France, Poland...). Many bases now only on 75% contracts for new joiners/transfers",,,
https://www.pilotjobsnetwork.com/jobs/Ryanair,Ryanair,2022,CaptMin,Captain based in Belgium: 4500 EUR after tax Captain based in Ireland: 6500 EUR after tax Captain based in France: 6500 after tax Captain based in Italy: 7000 EUR after tax So it really depends on which country you are based in. These figures are still with a 20% pay cut and all on 'Ryanair' contracts.,,,
https://www.pilotjobsnetwork.com/jobs/Aer_Lingus_(ROI_Contract),Aer Lingus (ROI Contract),2018,CaptMax,"Ã¢âÂ¬201,148.07",,,
https://www.pilotjobsnetwork.com/jobs/Aer_Lingus_(ROI_Contract),Aer Lingus (ROI Contract),2018,CaptMin,"Ã¢âÂ¬88,025.75 (Point 4 Captain Scale (lowest point on Captain Scale))",,,
https://www.pilotjobsnetwork.com/jobs/Sunclass_Airlines,Sunclass Airlines,2020,CaptMax,"A: 114.493 DKK/Month B: 93.000 DKK/Month (Note that new pilots get hired on a ""B""pay scale)",,,
https://www.pilotjobsnetwork.com/jobs/Sunclass_Airlines,Sunclass Airlines,2018,CaptMin,A: 88.077 DKK/month B: 73.500 DKK/Month,,,
https://www.pilotjobsnetwork.com/jobs/Star_Air_(Part_of_Maersk_Group),Star Air (Part of Maersk Group),2016,CaptMax,114.000 dkr.,,,
https://www.pilotjobsnetwork.com/jobs/Star_Air_(Part_of_Maersk_Group),Star Air (Part of Maersk Group),2016,CaptMin,FO Salary plus 20.000 dkr.,,,
https://www.pilotjobsnetwork.com/jobs/Blom_Norway,Blom Norway,2022,CaptMax,600000,,,
https://www.pilotjobsnetwork.com/jobs/Blom_Norway,Blom Norway,2022,CaptMin,430000,,,
https://www.pilotjobsnetwork.com/jobs/Air_Arabia,Air Arabia,2022,CaptMax,"New revised contract max fixed salary capped at a lower rate. Senior people retain previous conditions, difference around 7000 AED less per month",,,
https://www.pilotjobsnetwork.com/jobs/Air_Arabia,Air Arabia,2015,CaptMin,40000 roughly,,,
https://www.pilotjobsnetwork.com/jobs/Turkish_Airlines,Turkish Airlines,2018,CaptMax,"Approx 70,000 TL for 80 hours a month",,,
https://www.pilotjobsnetwork.com/jobs/Turkish_Airlines,Turkish Airlines,2021,CaptMin,"4,000TL (400Ã¢âÂ¬) for first few months of lockdown (spring and summer of 2020). After that 50% decrese on all salaries. Down to 40,000 TL (4,000Ã¢âÂ¬) per month.",,,
https://www.pilotjobsnetwork.com/jobs/Luxaviation_Germany,Luxaviation Germany,2021,CaptMax,11.000 Euros,,,
https://www.pilotjobsnetwork.com/jobs/Luxaviation_Germany,Luxaviation Germany,2021,CaptMin,5.500 Euros,,,
https://www.pilotjobsnetwork.com/jobs/IXAIR,IXAIR,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/IXAIR,IXAIR,,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/DAT_(Danish_Air_Transport),DAT (Danish Air Transport),2015,CaptMax,55.000/67.500 PROP/JET,,,
https://www.pilotjobsnetwork.com/jobs/DAT_(Danish_Air_Transport),DAT (Danish Air Transport),2015,CaptMin,39.000/45.000 PROP/JET,,,
https://www.pilotjobsnetwork.com/jobs/Spirit_Airlines,Spirit Airlines,2021,CaptMax,"$20,900.00 x 12 = $250,800.00",,,
https://www.pilotjobsnetwork.com/jobs/Spirit_Airlines,Spirit Airlines,2021,CaptMin,"$15,425.00 x 12 = $185,100.00",,,
https://www.pilotjobsnetwork.com/jobs/Skybus,Skybus,2019,CaptMax,DHC6 - ÃÂ£62333,,,
https://www.pilotjobsnetwork.com/jobs/Skybus,Skybus,2019,CaptMin,DHC6 - ÃÂ£47329,,,
https://www.pilotjobsnetwork.com/jobs/Cimber_A/S,Cimber A/S,2022,CaptMax,"65,765 DKK",,,
https://www.pilotjobsnetwork.com/jobs/Cimber_A/S,Cimber A/S,2022,CaptMin,"65,765 DKK",,,
https://www.pilotjobsnetwork.com/jobs/Emerald_Airlines,Emerald Airlines,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/Emerald_Airlines,Emerald Airlines,,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/Hyperion_Aviation,Hyperion Aviation,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/Hyperion_Aviation,Hyperion Aviation,,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/2_Excel_Aviation,2 Excel Aviation,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/2_Excel_Aviation,2 Excel Aviation,2022,CaptMin,55000 King Air,,,
https://www.pilotjobsnetwork.com/jobs/Easyjet_(German_Contract),Easyjet (German Contract),2018,CaptMax,"Ã¢âÂ¬122.457 On top loyalty bonus (3+ years: 5%, 3-5 years: 10%, 10+ years 15%). +16.3% of basic salary as ""shift allowance"" and up to 7% of basic depending on ""performance bonus"".",,,
https://www.pilotjobsnetwork.com/jobs/Easyjet_(German_Contract),Easyjet (German Contract),2017,CaptMin,"Ã¢âÂ¬160,541 (January 2018)",,,
https://www.pilotjobsnetwork.com/jobs/Norwegian,Norwegian,2018,CaptMax,B787: 9000E B787 RCP: 7000E B737: 7700E B737 Core: 100 098 NOK before tax,,,
https://www.pilotjobsnetwork.com/jobs/Norwegian,Norwegian,2019,CaptMin,Capt ÃÂ£7408 + 1134 per diem FO ÃÂ£3850 + 1134 per diem,,,
https://www.pilotjobsnetwork.com/jobs/Skyborne_Airline_Academy,Skyborne Airline Academy,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/Skyborne_Airline_Academy,Skyborne Airline Academy,2022,CaptMin,"FI(A) Â£50,000 + performance bonus",,,
https://www.pilotjobsnetwork.com/jobs/DHL_Air_Austria,DHL Air Austria,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/DHL_Air_Austria,DHL Air Austria,,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/Wizz_Air_Abu_Dhabi,Wizz Air Abu Dhabi,2022,CaptMax,AED 325 624 + housing allowance AED 120 000 + flight pay,,,
https://www.pilotjobsnetwork.com/jobs/Wizz_Air_Abu_Dhabi,Wizz Air Abu Dhabi,2022,CaptMin,AED 280 000 basic + AED 120 000 housing allowance + flight pay,,,
https://www.pilotjobsnetwork.com/jobs/Wizz_Air_Abu_Dhabi,Wizz Air Abu Dhabi,2022,CaptMax,AED 325 624 + housing allowance AED 120 000 + flight pay,,,
https://www.pilotjobsnetwork.com/jobs/Wizz_Air_Abu_Dhabi,Wizz Air Abu Dhabi,2022,CaptMin,AED 280 000 basic + AED 120 000 housing allowance + flight pay,,,
https://www.pilotjobsnetwork.com/jobs/Wamos_Air,Wamos Air,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/Wamos_Air,Wamos Air,,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/Icelandair,Icelandair,2016,CaptMax,After 25 years w/ Icelandair: Basic: 1220110 Addnl: 402636 Total: 1622746,,,
https://www.pilotjobsnetwork.com/jobs/Icelandair,Icelandair,2016,CaptMin,Hypothetical for DEC: Basic: 659447 Addnl: 217618 Total: 877065,,,
https://www.pilotjobsnetwork.com/jobs/Valljet,Valljet,2021,CaptMax,2500 after taxes,,,
https://www.pilotjobsnetwork.com/jobs/Valljet,Valljet,2021,CaptMin,1300 after taxes,,,
https://www.pilotjobsnetwork.com/jobs/ABS_Jets,ABS Jets,2019,CaptMax,"115,200 EUR excluding allowance (management, training)",,,
https://www.pilotjobsnetwork.com/jobs/ABS_Jets,ABS Jets,2019,CaptMin,"82,500 EUR first 12 months after promotion",,,
https://www.pilotjobsnetwork.com/jobs/flydubai,flydubai,2013,CaptMax,Same as base,,,
https://www.pilotjobsnetwork.com/jobs/flydubai,flydubai,2022,CaptMin,"Basic Salary AED25,225 Housing Allowance AED15,000 Transportation Allowance AED3,100 Total AED43,325 + Flight pay AED15,260 (assuming70hrs) Average AED58,585",,,
https://www.pilotjobsnetwork.com/jobs/ASL_Airlines_(Ireland)_[formerly_Air_Contractors],ASL Airlines (Ireland) [formerly Air Contractors],2021,CaptMax,ATR salary: 90000 euro before tax (yr 12). 7% monthly bonus on top of basic salary. Pay own positioning to base.,,,
https://www.pilotjobsnetwork.com/jobs/ASL_Airlines_(Ireland)_[formerly_Air_Contractors],ASL Airlines (Ireland) [formerly Air Contractors],2021,CaptMin,ATR salary: 73000 euro before tax. 7% 7% monthly bonus on top of basic salary. Pay own positioning to base.,,,
https://www.pilotjobsnetwork.com/jobs/Citilink_Indonesia,Citilink Indonesia,2019,CaptMax,48000000,,,
https://www.pilotjobsnetwork.com/jobs/Citilink_Indonesia,Citilink Indonesia,2019,CaptMin,42000000,,,
https://www.pilotjobsnetwork.com/jobs/Nomad_Aviation,Nomad Aviation,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/Nomad_Aviation,Nomad Aviation,,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/Air_New_Zealand,Air New Zealand,2007,CaptMax,"$249,000NZD (747-400)",,,
https://www.pilotjobsnetwork.com/jobs/Air_New_Zealand,Air New Zealand,2007,CaptMin,"$120,000NZD (737-300)",,,
https://www.pilotjobsnetwork.com/jobs/Fly_Air41,Fly Air41,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/Fly_Air41,Fly Air41,,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/Gama_Aviation_Ltd,Gama Aviation Ltd,2004,CaptMax,"Â£95,000",,,
https://www.pilotjobsnetwork.com/jobs/Gama_Aviation_Ltd,Gama Aviation Ltd,2019,CaptMin,48000,,,
https://www.pilotjobsnetwork.com/jobs/Braathens_Regional_Airways_(BRA),Braathens Regional Airways (BRA),2016,CaptMax,See detailed pay scale above,,,
https://www.pilotjobsnetwork.com/jobs/Braathens_Regional_Airways_(BRA),Braathens Regional Airways (BRA),2022,CaptMin,42.000 SEK /Month,,,
https://www.pilotjobsnetwork.com/jobs/Mena_Cargo,Mena Cargo,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/Mena_Cargo,Mena Cargo,,CaptMin,,,,
https://www.pilotjobsnetwork.com/jobs/Texal_Air,Texal Air,,CaptMax,,,,
https://www.pilotjobsnetwork.com/jobs/Texal_Air,Texal Air,,CaptMin,,,,
